id,title,publication date
CN-212995018-U,Fiber case ,2021-04-20
CN-117503377-A,Brake unlocking device for doctor operation console ,2024-02-06
JP-3012137-U,Ball / roller moving device and its fixing device ,1995-06-13
US-2022117160-A1,Windrower header floatation system having assisted downforce control with downforce return valve ,2022-04-21
CN-218338046-U,Pedal mounting structure of children's chair ,2023-01-20
CN-208902742-U,A kind of analyzer of Multi-example continuous automatic measurement ,2019-05-24
JP-2003138946-A,Sound proof compound working machine set ,2003-05-14
US-5054989-A,Skid-steer loader mini-crane attachment ,1991-10-08
US-1099216-A,Corn-harvesting machine. ,1914-06-09
JP-2024054745-A,Fall prevention device for wheelchair ,2024-04-17
JP-2018033496-A,desk ,2018-03-08
JP-2007044450-A,Kitchen chair ,2007-02-22
JP-2011229624-A,Ultrasonic diagnostic apparatus ,2011-11-17
CN-117629363-A,Unmanned aerial vehicle rear wheel weighing platform and use method ,2024-03-01
JP-3162983-U,Locking / unlocking mechanism of floor head casters ,2010-09-24
CN-220996023-U,Caster mounting structure and whiteboard ,2024-05-24
JP-H03266702-A,Castor having automatic braking device ,1991-11-27
CN-114795500-A,Movable operation trolley ,2022-07-29
CN-217048131-U,Universal fine-tuning caster ,2022-07-26
US-2592091-A,Motorized hand truck ,1952-04-08
US-2582716-A,Trailer caster ,1952-01-15
CN-218986232-U,Caster core assembly with oil storage structure ,2023-05-09
US-4264085-A,Wheelchair convenience attachments ,1981-04-28
CN-212636275-U,Waste recovery device is used in polyurethane material production ,2021-03-02
US-3170705-A,Manual carrier truck ,1965-02-23
CN-112722417-B,Packaging method of vacuum insulation panel surface layer anti-expansion bag ,2022-09-16
CN-216596378-U,Automatic weighing sales counter equipped with transport iron feet ,2022-05-24
US-294211-A,Hand-truck ,1884-02-26
US-2575521-A,Spraying device ,1951-11-20
CN-210926639-U,Novel split type regulator cubicle ,2020-07-03
US-2688671-A,Pedal operated switch structure for ambulatory floor treating tools ,1954-09-07
CN-2548816-Y,Multiple castors ,2003-05-07
CN-1297458-C,Apparatus and transport container for transport and controlled discharge of a load ,2007-01-31
KR-100581258-B1,Riding Mower ,2006-05-22
US-4071920-A,Sweeper ,1978-02-07
CN-220615380-U,Caster for suitcase ,2024-03-19
CN-221049781-U,Automatic guided vehicle and vehicle chassis thereof ,2024-05-31
US-7399258-B1,Omni-directional treadmill ,2008-07-15
US-473924-A,Caster ,1892-05-03
MX-PA97004843-A,Best wheelchair ,1998-11-09
CN-112278762-A,Ice plate conveying line and ice plate automatic processing system ,2021-01-29
US-4555827-A,Convertible cabinet support ,1985-12-03
CN-216861077-U,Adjustable universal castor ,2022-07-01
JP-4122657-B2,Suspension lock device for industrial vehicles ,2008-07-23
JP-3630140-B2,Moving platform ,2005-03-16
US-5788624-A,Magnetic therapy and a magnetic-field scanning physiotherapeutic device ,1998-08-04
US-538342-A,Caster ,1895-04-30
WO-2024011313-A1,Modular utility system ,2024-01-18
US-1872121-A,Rod weeder ,1932-08-16
CN-213954708-U,High-quality PVC (polyvinyl chloride) colloidal particle extruding and granulating equipment ,2021-08-13
US-331732-A,Jaspee l ,1885-12-01
US-2494696-A,Caster brake ,1950-01-17
US-3237960-A,Dolly for camper's trailer ,1966-03-01
US-998510-A,Type-writer platen and other roller. ,1911-07-18
US-5816591-A,Refuse container ,1998-10-06
US-3095212-A,Weapon transfer dolly ,1963-06-25
US-2658770-A,Farm implement hitch ,1953-11-10
CN-215032540-U,Bending machine for industrial part production ,2021-12-07
JP-2005295847-A,Stand for seedling transplanter ,2005-10-27
CN-220996030-U,Adjustable castor mounted on roller frame of coating machine ,2024-05-24
US-954792-A,Lawn-edging machine. ,1910-04-12
US-5054219-A,Revolving sign and related drive ,1991-10-08
US-4921075-A,Fork lift ,1990-05-01
CN-109606018-B,Locking device of case caster ,2021-11-23
US-1099043-A,Caster. ,1914-06-02
CN-113119659-A,Fixed caster with brake function ,2021-07-16
CN-210047272-U,Structure strenghthened type truckle subassembly ,2020-02-11
CN-210821652-U,Novel antiskid brake truckle ,2020-06-23
CN-211196227-U,Multifunctional field maintenance device for armored equipment ,2020-08-07
CN-213007393-U,Telescopic shallow truckle ,2021-04-20
CN-114476863-A,Pre-tightening rotary device ,2022-05-13
JP-7475098-B1,Truck Hand Lifter ,2024-04-26
JP-2003305086-A,Lifting wheelchair ,2003-10-28
CN-1256672-A,Pallet for storing wheeled items ,2000-06-14
CN-108481404-A,Sponge cutting rail-free conveying device ,2018-09-04
US-2024239331-A1,Mobile object and program ,2024-07-18
US-718994-A,Combined lister plow and planter. ,1903-01-27
CN-113719699-A,Medical equipment's strutting arrangement ,2021-11-30
CN-214984612-U,Truckle that intensity high stability is good ,2021-12-03
US-479242-A,Seeder ,1892-07-19
CN-211350121-U,Portable radiation protection device of over-and-under type ,2020-08-25
CN-203254891-U,Shock-resistance universal trundle ,2013-10-30
KR-20220079095-A,Low-end caster ,2022-06-13
US-1871098-A,Caster ,1932-08-09
CN-118087050-A,Method for treating single crystal furnace by utilizing single crystal furnace cleaning device ,2024-05-28
CN-212313186-U,Integrated bracket with brake device ,2021-01-08
CN-108792606-A,A kind of folder lifts conveying-type transfer robot and its method for carrying ,2018-11-13
US-1021023-A,Elevating and bunching attachment for mowing-machines. ,1912-03-26
JP-2001275449-A,Stem-reaping tobacco harvester ,2001-10-09
CN-217117696-U,Multifunctional outdoor titanium alloy back box ,2022-08-05
CN-209599597-U,A kind of grooving machine for walls ,2019-11-08
CN-215244142-U,Central control brake device ,2021-12-21
CN-207654346-U,A kind of bed patient is monitoring bed ,2018-07-27
US-483480-A,Sulky-plow ,1892-09-27
CN-205240735-U,Be used for semi -manufactured goods iron nail to make conveying mechanism ,2016-05-18
CN-205675510-U,Storage device for Ganoderma spore powder product ,2016-11-09
CN-208594407-U,A kind of multi-functional cutting table of clothes ,2019-03-12
US-117460-A,Improvement in harvesters ,1871-07-25
CN-106197640-A,A kind of band self-locking movable pulley device and the weighbridge of moving instrument dial framework ,2016-12-07
CN-209330589-U,It is a kind of for cultivating the fertilizer apparatus of Queensland nut seedling ,2019-09-03
CN-208577000-U,A kind of active-mode intelligent medicine frame ,2019-03-05
CN-2143248-Y,Moveable assembled scaffold ,1993-10-06
CN-209018759-U,A kind of double C shape arm X-ray apparatus ,2019-06-25
US-3491995-A,Work holding apparatus for tack welding ,1970-01-27
CN-105170709-A,Shaping tool for filling machine pneumatic gripping shaft ,2015-12-23
CN-205020557-U,Plastic frock of axle is grabbed to liquid filling machine gas ,2016-02-10
CN-205086985-U,Special hydraulic lifting platform car of apiary ,2016-03-16
CN-204587547-U,The special tenon card device that a kind of pallet is combined with castor ,2015-08-26
CN-216069471-U,Adjustable caster brake set ,2022-03-18
US-3137250-A,Material handling devices ,1964-06-16
JP-S6038202-A,Manufacture of wheel for caster ,1985-02-27
CN-220662174-U,Caster pad ,2024-03-26
US-3032805-A,Caster construction ,1962-05-08
CN-217835252-U,Long-life impact-resistant universal wheel support ,2022-11-18
US-RE25838-E,Concrete bump cutter ,1965-08-10
CN-114932853-A,Shelter transfer car (buggy) ,2022-08-23
JP-2556203-Y2,Management machine for leaf tobacco ,1997-12-03
CN-201443041-U,Intelligent tracking curve channel mechanism ,2010-04-28
CN-212539806-U,Water paint detects uses sampling device ,2021-02-12
CN-203427014-U,Hydraulic oil pipe circulating station car of crane truck ,2014-02-12
CN-2219054-Y,Convenient rack for storing articles ,1996-02-07
US-657494-A,Plow. ,1900-09-04
KR-20010020877-A,Apparatus for collecting an iron scrap in a vehicle ,2001-03-15
CN-206949966-U,Domatic lifting showcase ,2018-02-02
CN-111851378-A,Portable efficient vehicle bottom suction device and use method thereof ,2020-10-30
CN-109527620-A,Centrifugal dehumidifier and cleaning product line ,2019-03-29
US-6105719-A,User-configurable mechanics stool ,2000-08-22
CN-218228516-U,Wear-resistant plastic polyurethane brake wheel ,2023-01-06
JP-2001507242-A,Lawn mower with independent drive wheel suspension and movable cutter deck connected to drive wheels ,2001-06-05
CN-211318072-U,Four-wheel synchronous walking tester ,2020-08-21
JP-2022153832-A,Caster device ,2022-10-13
CN-213261819-U,Steering wheel structure with brake pad ,2021-05-25
CN-213354100-U,Polyurethane wheel roller anti-drop structure ,2021-06-04
CN-213108864-U,Central control wheel ,2021-05-04
US-4240583-A,"Low cost, highly versatile self-pumping vehicle type liquid sprayer ",1980-12-23
US-5806214-A,Support wheels mounted in the vicinity of the center of gravity of a snowplow ,1998-09-15
US-6176501-B1,Independent front suspension eccentric alignment device ,2001-01-23
CN-116135549-A,Anti-collision obstacle-surmounting castor ,2023-05-19
CN-214609690-U,Conveying mechanism applied to public security inspection device ,2021-11-05
CN-114562117-A,Civil construction engineering structure gap grouting device ,2022-05-31
WO-2024035718-A2,Multi component floor surface dispensing rig ,2024-02-15
CN-205658506-U,Turn to structure and travelling basket ,2016-10-26
CN-211657074-U,Intelligent agricultural trolley ,2020-10-13
US-4268121-A,Full view dual-use mirror apparatus ,1981-05-19
US-403866-A,Sulky-plow ,1889-05-21
CN-210882179-U,Conveyer for mining ,2020-06-30
DE-69502844-T2,Swivel castor unit ,1998-11-26
CN-218079384-U,Ultrasonic cleaning equipment for wafer cleaning ,2022-12-20
US-206116-A,Improvement in mowers ,1878-07-16
CN-110469604-A,The operating table hydraulic brake system that can be released manually ,2019-11-19
CN-114044036-A,Transformer substation uses gas cylinder handling device on spot ,2022-02-15
CN-107913158-A,A kind of orthopedic rehabilitation training stand application method ,2018-04-17
CN-215535835-U,Intelligent nursing bed ,2022-01-18
WO-2017209234-A1,Carrying bag ,2017-12-07
US-5579859-A,Isolated floor for material handling vehicle ,1996-12-03
US-3718249-A,Carousel for baggage and other articles ,1973-02-27
US-11821154-B2,Ground tape applicator apparatus and method ,2023-11-21
US-12059822-B2,Dust collecting concrete saw ,2024-08-13
US-406391-A,Territory ,1889-07-02
CN-213946475-U,Electric explosion-proof manipulator ,2021-08-13
JP-S6154492-B2,Patent JPS6154492B2 ,1986-11-22
EP-2961303-A1,Household vacuum cleaner ,2016-01-06
CN-208463927-U,One kind entering lavatory lifting seat ,2019-02-05
US-2004251658-A1,Motorized wheelchair trailer ,2004-12-16
US-3567242-A,Wheeled coaster device ,1971-03-02
US-2885718-A,Frame structure for caster pintle ,1959-05-12
CA-1305982-C,Plastic dolly ,1992-08-04
CN-107371407-A,Grapevine drag links ,2017-11-24
CN-213441905-U,Foot cover and trundle ,2021-06-15
US-1576924-A,Resiliently-tired wheel ,1926-03-16
CN-211254489-U,Warehouse is stacked to raw materials of environment-friendly living beings granule processing ,2020-08-14
CN-112428006-A,Sawing machine feeding frame and sawing machine ,2021-03-02
US-2095646-A,Toy kicking animal with cart ,1937-10-12
CN-220695110-U,Bathtub staircase ,2024-04-02
CN-215755682-U,Electric wire winding mechanism for building construction ,2022-02-08
JP-H08207774-A,Dolly ,1996-08-13
US-2046105-A,Caster control mechanism for movable trucks and the like ,1936-06-30
US-2024109575-A1,Support Dollie ,2024-04-04
US-3578353-A,Handtruck apparatus ,1971-05-11
KR-101770925-B1,Lever joining device for caster ,2017-09-05
CN-1143651-C,Electric suction cleaner ,2004-03-31
CA-1154047-A,Versatile cart apparatus ,1983-09-20
JP-2004310385-A,Self-propelled cleaning device and self-propelled cleaning method ,2004-11-04
US-1660413-A,Lifting attachment for shop tractors ,1928-02-28
JP-H0425183-Y2,Patent JPH0425183Y2 ,1992-06-16
CN-211176829-U,Wet slag extractor groove body strutting arrangement ,2020-08-04
US-5575710-A,Leveling mechanism for floor sanders ,1996-11-19
CN-216503255-U,Bracket automatic feeding device for automatic assembly of bull-horn bracket ,2022-05-13
CN-214308662-U,Watch type measuring vehicle ,2021-09-28
CN-212125188-U,Hand cart ,2020-12-11
JP-H07255656-A,Movable cleaning equipment ,1995-10-09
CN-202242795-U,R30-degree detachable caster ,2012-05-30
JP-2555474-Y2,Casters ,1997-11-26
JP-3808427-B2,Wheel lathe ,2006-08-09
CN-216221323-U,Prevent winding robot universal wheel of hair and robot ,2022-04-08
FR-2807941-A1,"Motorized attachment for wheel chair, comprises frame with steering front wheel and motorized rear wheel configured as scooter and provided with fitting to secure the front wheels of a wheel chair ",2001-10-26
JP-2016185807-A,Wheel device and air conditioner ,2016-10-27
CN-216128084-U,Truckle with good braking effect ,2022-03-25
CN-219397549-U,Caster locking device for pulse ablation equipment ,2023-07-25
CN-110439338-A,Rail mounted retractable double-layer bicycle parking garage ,2019-11-12
JP-S6056658-A,Automatic travelling carrier vehicle ,1985-04-02
CN-218750114-U,Prevent hindering truckle ,2023-03-28
US-2634986-A,Front wheel dolly for trailers ,1953-04-14
CN-218804980-U,Shallow structure with multiple braking double round truckles ,2023-04-07
CN-218536214-U,Electronic truckle of hand push test car ,2023-02-28
CN-211252087-U,Medium-heavy type caster ,2020-08-14
KR-0114043-Y1,Caster with stationary adjustable as to height ,1998-04-11
US-5181590-A,Luggage frame with pull handle ,1993-01-26
US-2002014060-A1,Articulated combine ,2002-02-07
CN-102815169-A,Caster seat ,2012-12-12
CN-206841078-U,Caster mounting structure and mobile air conditioner ,2018-01-05
CN-214138565-U,Pig picking vehicle ,2021-09-07
CN-109296903-B,Jacking and rotating device of vibration isolation type optical fiber disc code scanner ,2020-05-05
CN-219578698-U,Rice steaming box convenient to use ,2023-08-25
US-1051705-A,Caster. ,1913-01-28
CN-216300673-U,Antiwind truckle ,2022-04-15
TW-316881-B,Patent TW316881B ,1997-10-01
US-144346-A,Improvement in cultivators ,1873-11-04
CN-208299719-U,A kind of movable solar energy cabinet ,2018-12-28
US-1006388-A,Combined lister-plow and planter. ,1911-10-17
JP-2001178262-A,Mixing and supplying apparatus ,2001-07-03
US-414603-A,Furniture-caster ,1889-11-05
US-7484631-B2,Modular storage system for logistical management of operational units ,2009-02-03
US-4962941-A,Wheelchair apparatus ,1990-10-16
WO-2024156277-A1,Cantilever umbrella ,2024-08-02
CN-217100014-U,Garden tool vehicle with conveniently-replaced caster ,2022-08-02
CA-3206601-A1,Modular utility system ,2023-11-08
CN-118044979-A,Exoskeleton moving device and lower limb exoskeleton rehabilitation training system ,2024-05-17
US-3672634-A,Lifting apparatus ,1972-06-27
CN-214618764-U,Five-wheel sinking chassis ,2021-11-05
CN-220947358-U,Luggage castor ,2024-05-14
CN-218112246-U,Caster with stable brake performance ,2022-12-23
JP-H0848239-A,Vehicular bypass for circulating cable way system ,1996-02-20
CN-117284024-A,Retractable supporting folding wheel ,2023-12-26
CN-2594061-Y,Auxiliary caster device of suitcase ,2003-12-24
US-454284-A,Furniture-caster ,1891-06-16
CN-221213312-U,Self-return double-brake castor ,2024-06-25
CN-208006814-U,A kind of novel dump lorry anti-tilting apparatus ,2018-10-26
CN-217835725-U,Thermal deformation resistant and corrosion resistant caster for kitchen cart ,2022-11-18
CN-211780750-U,Energy-saving environment-friendly street lamp ,2020-10-27
CN-212700916-U,Low gravity center base structure of dust collector ,2021-03-16
US-1892121-A,Trailer ,1932-12-27
US-399814-A,Peters ,1889-03-19
CN-212556371-U,Carrier convenient to pull ,2021-02-19
